STORE_ID,TIME_STAMP,SHELF_NUMBER,SHELF_DESC,AVERAGE_QUANTITY,SHELF_OCCUPANCY_PERC,STORE_PERSON_ACTIVITY_FLAG,CUSTOMER_ACTIVITY_FLAG,FOOTFALL_ACTIVITY_FLAG,COUNTER_ACTIVITY_FLAG
5,4/1/2007 23:00,shelf4,Oral,1012,1,12,13,17,1
5,4/1/2007 23:00,shelf5,Hair,506,1,13,14,23,11
5,5/1/2007 0:00,shelf1,TEA & COFFEE,0,0,1,1,16,0
5,5/1/2007 0:00,shelf2,Skin,0,0,2,6,12,1
5,5/1/2007 0:00,shelf3,CPD,0,0,10,10,13,6
5,5/1/2007 0:00,shelf4,Oral,0,0,7,13,14,1
5,5/1/2007 0:00,shelf5,Hair,0,0,15,15,32,0
5,5/1/2007 1:00,shelf1,TEA & COFFEE,1.2,0.01,1,7,14,0
5,5/1/2007 1:00,shelf2,Skin,1.7,0.002,2,11,25,1
5,5/1/2007 1:00,shelf3,CPD,28,0.14,14,20,23,8
5,5/1/2007 1:00,shelf4,Oral,78,1,1,2,10,0
5,5/1/2007 1:00,shelf5,Hair,38,0.095,14,21,21,2
5,5/1/2007 2:00,shelf1,TEA & COFFEE,5.6,0.05,4,7,12,3
5,5/1/2007 2:00,shelf2,Skin,7.2,0.014,12,20,24,10
5,5/1/2007 2:00,shelf3,CPD,140,0.7,5,13,32,3
5,5/1/2007 2:00,shelf4,Oral,136,1,9,12,23,1
5,5/1/2007 2:00,shelf5,Hair,44,0.11,13,14,32,6
5,5/1/2007 3:00,shelf1,TEA & COFFEE,9,0.09,8,9,11,7
5,5/1/2007 3:00,shelf2,Skin,7.5,0.014,3,12,15,1
5,5/1/2007 3:00,shelf3,CPD,234,1,16,20,27,13
5,5/1/2007 3:00,shelf4,Oral,66,1,3,7,19,1
5,5/1/2007 3:00,shelf5,Hair,192,0.48,2,7,18,0
5,5/1/2007 4:00,shelf1,TEA & COFFEE,4.8,0.04,7,12,19,6
5,5/1/2007 4:00,shelf2,Skin,5.6,0.01,7,16,30,4
5,5/1/2007 4:00,shelf3,CPD,168,0.84,0,6,10,0
5,5/1/2007 4:00,shelf4,Oral,240,1,6,15,17,4
5,5/1/2007 4:00,shelf5,Hair,184,0.46,1,6,16,0
5,5/1/2007 5:00,shelf1,TEA & COFFEE,7.5,0.07,2,6,20,0
5,5/1/2007 5:00,shelf2,Skin,18.5,0.036,3,7,23,0
5,5/1/2007 5:00,shelf3,CPD,150,0.75,4,7,8,3
5,5/1/2007 5:00,shelf4,Oral,220,1,2,6,22,1
5,5/1/2007 5:00,shelf5,Hair,120,0.3,19,26,37,14
5,5/1/2007 6:00,shelf1,TEA & COFFEE,8.4,0.08,14,22,36,5
5,5/1/2007 6:00,shelf2,Skin,7.2,0.014,16,20,38,2
5,5/1/2007 6:00,shelf3,CPD,360,1,17,21,35,7
5,5/1/2007 6:00,shelf4,Oral,336,1,1,9,12,0
5,5/1/2007 6:00,shelf5,Hair,300,0.75,18,19,23,7
5,5/1/2007 7:00,shelf1,TEA & COFFEE,18.9,0.18,14,14,17,1
5,5/1/2007 7:00,shelf2,Skin,16.1,0.032,17,19,31,8
5,5/1/2007 7:00,shelf3,CPD,154,0.77,18,20,20,3
5,5/1/2007 7:00,shelf4,Oral,504,1,15,22,29,3
5,5/1/2007 7:00,shelf5,Hair,476,1,0,8,26,0
5,5/1/2007 8:00,shelf1,TEA & COFFEE,15.2,0.15,19,27,38,0
5,5/1/2007 8:00,shelf2,Skin,14.4,0.028,1,7,18,0
5,5/1/2007 8:00,shelf3,CPD,272,1,2,2,2,0
5,5/1/2007 8:00,shelf4,Oral,352,1,13,20,31,4
5,5/1/2007 8:00,shelf5,Hair,256,0.64,7,7,12,1
5,5/1/2007 9:00,shelf1,TEA & COFFEE,18.9,0.18,2,3,8,1
5,5/1/2007 9:00,shelf2,Skin,25.2,0.05,15,16,23,2
5,5/1/2007 9:00,shelf3,CPD,342,1,10,16,30,1
5,5/1/2007 9:00,shelf4,Oral,342,1,2,3,20,1
5,5/1/2007 9:00,shelf5,Hair,378,0.945,6,15,24,3
5,5/1/2007 10:00,shelf1,TEA & COFFEE,38,0.38,18,22,22,6
5,5/1/2007 10:00,shelf2,Skin,29,0.058,11,20,26,8
5,5/1/2007 10:00,shelf3,CPD,620,1,17,21,34,10
5,5/1/2007 10:00,shelf4,Oral,520,1,11,13,20,3
5,5/1/2007 10:00,shelf5,Hair,380,0.95,11,20,33,3
5,5/1/2007 11:00,shelf1,TEA & COFFEE,22,0.22,12,13,30,6
5,5/1/2007 11:00,shelf2,Skin,40.7,0.08,19,19,32,3
5,5/1/2007 11:00,shelf3,CPD,594,1,19,20,33,8
5,5/1/2007 11:00,shelf4,Oral,220,1,4,7,13,3
5,5/1/2007 11:00,shelf5,Hair,330,0.825,5,11,29,2
5,5/1/2007 12:00,shelf1,TEA & COFFEE,31.2,0.31,5,13,28,0
5,5/1/2007 12:00,shelf2,Skin,43.2,0.086,18,26,41,15
5,5/1/2007 12:00,shelf3,CPD,456,1,8,16,23,7
5,5/1/2007 12:00,shelf4,Oral,576,1,9,9,18,5
5,5/1/2007 12:00,shelf5,Hair,624,1,17,19,28,1
5,5/1/2007 13:00,shelf1,TEA & COFFEE,48.1,0.48,7,9,25,2
5,5/1/2007 13:00,shelf2,Skin,44.2,0.088,3,7,26,0
5,5/1/2007 13:00,shelf3,CPD,988,1,5,6,18,2
5,5/1/2007 13:00,shelf4,Oral,650,1,5,6,19,1
5,5/1/2007 13:00,shelf5,Hair,572,1,18,27,44,15
5,5/1/2007 14:00,shelf1,TEA & COFFEE,39.2,0.39,5,6,10,4
5,5/1/2007 14:00,shelf2,Skin,22.4,0.044,8,11,20,1
5,5/1/2007 14:00,shelf3,CPD,504,1,12,13,27,4
5,5/1/2007 14:00,shelf4,Oral,672,1,18,26,43,4
5,5/1/2007 14:00,shelf5,Hair,644,1,14,20,34,11
5,5/1/2007 15:00,shelf1,TEA & COFFEE,37.5,0.37,8,17,33,5
5,5/1/2007 15:00,shelf2,Skin,16.5,0.032,18,27,39,11
5,5/1/2007 15:00,shelf3,CPD,1140,1,13,17,34,10
5,5/1/2007 15:00,shelf4,Oral,900,1,10,19,33,8
5,5/1/2007 15:00,shelf5,Hair,1020,1,11,15,19,4
5,5/1/2007 16:00,shelf1,TEA & COFFEE,19.2,0.19,2,2,19,0
5,5/1/2007 16:00,shelf2,Skin,38.4,0.076,15,22,41,5
5,5/1/2007 16:00,shelf3,CPD,640,1,15,22,41,6
5,5/1/2007 16:00,shelf4,Oral,800,1,10,17,18,0
5,5/1/2007 16:00,shelf5,Hair,896,1,10,18,34,5
5,5/1/2007 17:00,shelf1,TEA & COFFEE,20.4,0.2,9,9,24,5
5,5/1/2007 17:00,shelf2,Skin,18.7,0.036,14,17,18,13
5,5/1/2007 17:00,shelf3,CPD,374,1,11,18,37,8
5,5/1/2007 17:00,shelf4,Oral,918,1,9,14,17,1
5,5/1/2007 17:00,shelf5,Hair,646,1,2,2,17,0
5,5/1/2007 18:00,shelf1,TEA & COFFEE,19.8,0.19,12,20,38,8
5,5/1/2007 18:00,shelf2,Skin,30.6,0.06,8,12,26,3
5,5/1/2007 18:00,shelf3,CPD,1008,1,0,6,21,0
5,5/1/2007 18:00,shelf4,Oral,684,1,7,9,18,2
5,5/1/2007 18:00,shelf5,Hair,1296,1,8,10,16,6
5,5/1/2007 19:00,shelf1,TEA & COFFEE,53.2,0.53,3,11,24,1
5,5/1/2007 19:00,shelf2,Skin,41.8,0.082,1,5,17,0
5,5/1/2007 19:00,shelf3,CPD,380,1,10,11,11,2
5,5/1/2007 19:00,shelf4,Oral,1026,1,8,16,28,7
5,5/1/2007 19:00,shelf5,Hair,1178,1,11,14,18,6
5,5/1/2007 20:00,shelf1,TEA & COFFEE,50,0.5,9,16,23,1
5,5/1/2007 20:00,shelf2,Skin,32,0.064,18,27,39,5
5,5/1/2007 20:00,shelf3,CPD,1280,1,2,10,22,0
5,5/1/2007 20:00,shelf4,Oral,1480,1,18,23,28,7
5,5/1/2007 20:00,shelf5,Hair,720,1,7,14,15,6
5,5/1/2007 21:00,shelf1,TEA & COFFEE,58.8,0.58,15,18,26,1
5,5/1/2007 21:00,shelf2,Skin,60.9,0.12,17,17,17,12
5,5/1/2007 21:00,shelf3,CPD,798,1,12,19,26,5
5,5/1/2007 21:00,shelf4,Oral,1092,1,1,8,15,0
5,5/1/2007 21:00,shelf5,Hair,756,1,7,12,25,3
5,5/1/2007 22:00,shelf1,TEA & COFFEE,33,0.33,12,20,22,8
5,5/1/2007 22:00,shelf2,Skin,61.6,0.122,17,24,35,8
5,5/1/2007 22:00,shelf3,CPD,1320,1,6,15,22,2
5,5/1/2007 22:00,shelf4,Oral,616,1,18,27,43,15
5,5/1/2007 22:00,shelf5,Hair,1276,1,7,15,15,5
5,5/1/2007 23:00,shelf1,TEA & COFFEE,46,0.46,10,16,25,3
5,5/1/2007 23:00,shelf2,Skin,66.7,0.132,6,11,14,3
5,5/1/2007 23:00,shelf3,CPD,1472,1,2,5,23,1
5,5/1/2007 23:00,shelf4,Oral,1104,1,8,17,26,4
5,5/1/2007 23:00,shelf5,Hair,828,1,19,21,38,9
5,6/1/2007 0:00,shelf1,TEA & COFFEE,0,0,6,9,25,5
5,6/1/2007 0:00,shelf2,Skin,0,0,10,19,20,7
5,6/1/2007 0:00,shelf3,CPD,0,0,1,6,20,0
5,6/1/2007 0:00,shelf4,Oral,0,0,3,3,19,1
5,6/1/2007 0:00,shelf5,Hair,0,0,10,17,33,3
5,6/1/2007 1:00,shelf1,TEA & COFFEE,2,0.02,14,23,27,3
5,6/1/2007 1:00,shelf2,Skin,2.1,0.004,11,17,23,3
5,6/1/2007 1:00,shelf3,CPD,60,0.3,4,10,26,2
5,6/1/2007 1:00,shelf4,Oral,34,0.68,9,16,26,1
5,6/1/2007 1:00,shelf5,Hair,56,0.14,14,16,27,7
5,6/1/2007 2:00,shelf1,TEA & COFFEE,3.2,0.03,14,15,25,4
5,6/1/2007 2:00,shelf2,Skin,2.8,0.004,18,23,35,6
5,6/1/2007 2:00,shelf3,CPD,92,0.46,1,10,21,0
5,6/1/2007 2:00,shelf4,Oral,144,1,3,11,20,1
5,6/1/2007 2:00,shelf5,Hair,72,0.18,13,13,20,9
5,6/1/2007 3:00,shelf1,TEA & COFFEE,7.8,0.07,16,16,20,2
5,6/1/2007 3:00,shelf2,Skin,11.4,0.022,16,16,18,12
5,6/1/2007 3:00,shelf3,CPD,108,0.54,12,18,21,7
5,6/1/2007 3:00,shelf4,Oral,222,1,7,7,8,0
5,6/1/2007 3:00,shelf5,Hair,186,0.465,1,7,19,0
5,6/1/2007 4:00,shelf1,TEA & COFFEE,14.4,0.14,6,10,17,0
5,6/1/2007 4:00,shelf2,Skin,8,0.016,11,15,29,4
5,6/1/2007 4:00,shelf3,CPD,136,0.68,3,8,10,1
5,6/1/2007 4:00,shelf4,Oral,136,1,3,4,22,1
5,6/1/2007 4:00,shelf5,Hair,176,0.44,3,6,22,2
5,6/1/2007 5:00,shelf1,TEA & COFFEE,16,0.16,16,17,28,9
5,6/1/2007 5:00,shelf2,Skin,9,0.018,2,7,20,1
5,6/1/2007 5:00,shelf3,CPD,170,0.85,15,16,19,14
5,6/1/2007 5:00,shelf4,Oral,290,1,10,13,22,1
5,6/1/2007 5:00,shelf5,Hair,350,0.875,13,14,16,7
5,6/1/2007 6:00,shelf1,TEA & COFFEE,19.8,0.19,8,16,32,7
5,6/1/2007 6:00,shelf2,Skin,7.2,0.014,12,20,28,6
5,6/1/2007 6:00,shelf3,CPD,372,1,19,27,38,3
5,6/1/2007 6:00,shelf4,Oral,168,1,19,21,32,6
5,6/1/2007 6:00,shelf5,Hair,360,0.9,19,23,29,12
5,6/1/2007 7:00,shelf1,TEA & COFFEE,8.4,0.08,9,17,35,5
5,6/1/2007 7:00,shelf2,Skin,23.8,0.046,15,17,25,3
5,6/1/2007 7:00,shelf3,CPD,224,1,5,5,8,0
5,6/1/2007 7:00,shelf4,Oral,266,1,13,13,31,6
5,6/1/2007 7:00,shelf5,Hair,308,0.77,0,4,4,0
5,6/1/2007 8:00,shelf1,TEA & COFFEE,20,0.2,7,16,34,5
5,6/1/2007 8:00,shelf2,Skin,20,0.04,13,13,32,4
5,6/1/2007 8:00,shelf3,CPD,304,1,14,23,37,2
5,6/1/2007 8:00,shelf4,Oral,336,1,14,16,18,0
5,6/1/2007 8:00,shelf5,Hair,496,1,16,21,29,7
5,6/1/2007 9:00,shelf1,TEA & COFFEE,26.1,0.26,4,13,23,3
5,6/1/2007 9:00,shelf2,Skin,12.6,0.024,4,11,29,0
5,6/1/2007 9:00,shelf3,CPD,324,1,7,14,18,0
5,6/1/2007 9:00,shelf4,Oral,450,1,15,24,37,10
5,6/1/2007 9:00,shelf5,Hair,378,0.945,7,9,24,1
5,6/1/2007 10:00,shelf1,TEA & COFFEE,23,0.23,15,17,35,1
5,6/1/2007 10:00,shelf2,Skin,34,0.068,9,16,19,5
5,6/1/2007 10:00,shelf3,CPD,520,1,9,17,34,7
5,6/1/2007 10:00,shelf4,Oral,460,1,2,6,7,0
5,6/1/2007 10:00,shelf5,Hair,240,0.6,9,9,10,4
5,6/1/2007 11:00,shelf1,TEA & COFFEE,26.4,0.26,1,6,9,0
5,6/1/2007 11:00,shelf2,Skin,34.1,0.068,19,19,33,10
5,6/1/2007 11:00,shelf3,CPD,836,1,0,1,13,0
5,6/1/2007 11:00,shelf4,Oral,814,1,2,10,22,0
5,6/1/2007 11:00,shelf5,Hair,484,1,8,16,21,1
5,6/1/2007 12:00,shelf1,TEA & COFFEE,18,0.18,0,6,16,0
5,6/1/2007 12:00,shelf2,Skin,44.4,0.088,19,20,22,15
5,6/1/2007 12:00,shelf3,CPD,912,1,5,11,15,3
5,6/1/2007 12:00,shelf4,Oral,720,1,17,23,36,7
5,6/1/2007 12:00,shelf5,Hair,264,0.66,11,11,21,6
5,6/1/2007 13:00,shelf1,TEA & COFFEE,33.8,0.33,2,8,15,1
5,6/1/2007 13:00,shelf2,Skin,40.3,0.08,18,26,37,15
5,6/1/2007 13:00,shelf3,CPD,572,1,10,12,22,9
5,6/1/2007 13:00,shelf4,Oral,754,1,9,11,30,6
5,6/1/2007 13:00,shelf5,Hair,312,0.78,11,19,27,5
5,6/1/2007 14:00,shelf1,TEA & COFFEE,35,0.35,10,14,24,6
5,6/1/2007 14:00,shelf2,Skin,35,0.07,19,24,27,3
5,6/1/2007 14:00,shelf3,CPD,308,1,13,22,30,7
5,6/1/2007 14:00,shelf4,Oral,784,1,4,9,15,2
5,6/1/2007 14:00,shelf5,Hair,812,1,14,21,40,10
5,6/1/2007 15:00,shelf1,TEA & COFFEE,52.5,0.52,17,17,28,12
5,6/1/2007 15:00,shelf2,Skin,36,0.072,7,11,26,1
5,6/1/2007 15:00,shelf3,CPD,930,1,8,16,19,2
5,6/1/2007 15:00,shelf4,Oral,330,1,8,8,10,2
5,6/1/2007 15:00,shelf5,Hair,750,1,7,11,11,0
5,6/1/2007 16:00,shelf1,TEA & COFFEE,38.4,0.38,13,22,32,6
5,6/1/2007 16:00,shelf2,Skin,52.8,0.104,18,20,23,17
5,6/1/2007 16:00,shelf3,CPD,1056,1,16,16,23,11
5,6/1/2007 16:00,shelf4,Oral,864,1,2,4,8,0
5,6/1/2007 16:00,shelf5,Hair,1248,1,8,14,16,6
5,6/1/2007 17:00,shelf1,TEA & COFFEE,34,0.34,17,26,37,1
5,6/1/2007 17:00,shelf2,Skin,28.9,0.056,12,14,23,11
5,6/1/2007 17:00,shelf3,CPD,1326,1,18,25,28,15
5,6/1/2007 17:00,shelf4,Oral,476,1,13,17,30,0
5,6/1/2007 17:00,shelf5,Hair,1054,1,15,15,24,11
5,6/1/2007 18:00,shelf1,TEA & COFFEE,57.6,0.57,9,9,24,5
5,6/1/2007 18:00,shelf2,Skin,21.6,0.042,10,14,29,4
5,6/1/2007 18:00,shelf3,CPD,792,1,13,18,31,10
5,6/1/2007 18:00,shelf4,Oral,720,1,1,6,19,0
5,6/1/2007 18:00,shelf5,Hair,1332,1,19,27,43,2
5,6/1/2007 19:00,shelf1,TEA & COFFEE,19,0.19,13,16,35,7
5,6/1/2007 19:00,shelf2,Skin,51.3,0.102,16,23,42,10
5,6/1/2007 19:00,shelf3,CPD,608,1,13,20,37,2
5,6/1/2007 19:00,shelf4,Oral,722,1,18,20,33,8
5,6/1/2007 19:00,shelf5,Hair,760,1,6,6,7,1
5,6/1/2007 20:00,shelf1,TEA & COFFEE,38,0.38,3,6,6,2
5,6/1/2007 20:00,shelf2,Skin,72,0.144,15,24,24,8
5,6/1/2007 20:00,shelf3,CPD,640,1,4,11,29,1
5,6/1/2007 20:00,shelf4,Oral,680,1,13,19,26,6
5,6/1/2007 20:00,shelf5,Hair,720,1,15,23,40,10
5,6/1/2007 21:00,shelf1,TEA & COFFEE,60.9,0.6,14,16,35,3
5,6/1/2007 21:00,shelf2,Skin,77.7,0.154,3,5,18,0
5,6/1/2007 21:00,shelf3,CPD,462,1,7,13,23,0
5,6/1/2007 21:00,shelf4,Oral,1176,1,3,3,15,2
5,6/1/2007 21:00,shelf5,Hair,462,1,3,9,17,0
5,6/1/2007 22:00,shelf1,TEA & COFFEE,66,0.66,4,9,14,1
5,6/1/2007 22:00,shelf2,Skin,35.2,0.07,7,14,32,1
5,6/1/2007 22:00,shelf3,CPD,1584,1,6,7,24,4
5,6/1/2007 22:00,shelf4,Oral,1320,1,4,10,29,2
5,6/1/2007 22:00,shelf5,Hair,1012,1,6,9,10,3
5,6/1/2007 23:00,shelf1,TEA & COFFEE,69,0.69,14,18,35,2
5,6/1/2007 23:00,shelf2,Skin,69,0.138,3,7,24,2
5,6/1/2007 23:00,shelf3,CPD,1610,1,0,5,7,0
5,6/1/2007 23:00,shelf4,Oral,690,1,8,11,25,7
5,6/1/2007 23:00,shelf5,Hair,782,1,15,24,26,0
5,7/1/2007 0:00,shelf1,TEA & COFFEE,0,0,4,10,26,1
5,7/1/2007 0:00,shelf2,Skin,0,0,15,19,31,12
5,7/1/2007 0:00,shelf3,CPD,0,0,15,15,30,8
5,7/1/2007 0:00,shelf4,Oral,0,0,6,11,19,0
5,7/1/2007 0:00,shelf5,Hair,0,0,0,6,22,0
5,7/1/2007 1:00,shelf1,TEA & COFFEE,3.5,0.03,5,14,32,1
5,7/1/2007 1:00,shelf2,Skin,3.6,0.006,11,13,30,8
5,7/1/2007 1:00,shelf3,CPD,62,0.31,10,14,20,0
5,7/1/2007 1:00,shelf4,Oral,42,0.84,14,15,32,4
5,7/1/2007 1:00,shelf5,Hair,64,0.16,2,4,23,1
5,7/1/2007 2:00,shelf1,TEA & COFFEE,5,0.05,8,9,23,0
5,7/1/2007 2:00,shelf2,Skin,5.2,0.01,5,7,24,3
5,7/1/2007 2:00,shelf3,CPD,52,0.26,15,24,30,6
5,7/1/2007 2:00,shelf4,Oral,128,1,19,28,29,18
5,7/1/2007 2:00,shelf5,Hair,108,0.27,8,13,28,1
5,7/1/2007 3:00,shelf1,TEA & COFFEE,6.6,0.06,9,15,30,6
5,7/1/2007 3:00,shelf2,Skin,7.2,0.014,16,21,32,13
5,7/1/2007 3:00,shelf3,CPD,150,0.75,16,19,29,6
5,7/1/2007 3:00,shelf4,Oral,84,1,1,9,9,0
5,7/1/2007 3:00,shelf5,Hair,192,0.48,18,19,35,9
5,7/1/2007 4:00,shelf1,TEA & COFFEE,12,0.12,9,11,20,2
5,7/1/2007 4:00,shelf2,Skin,7.2,0.014,4,7,12,1
5,7/1/2007 4:00,shelf3,CPD,152,0.76,19,25,37,17
5,7/1/2007 4:00,shelf4,Oral,208,1,1,3,13,0
5,7/1/2007 4:00,shelf5,Hair,240,0.6,9,17,31,2
5,7/1/2007 5:00,shelf1,TEA & COFFEE,11,0.11,11,19,26,0
5,7/1/2007 5:00,shelf2,Skin,7,0.014,5,9,15,4
5,7/1/2007 5:00,shelf3,CPD,190,0.95,9,14,33,5
5,7/1/2007 5:00,shelf4,Oral,120,1,12,14,25,5
5,7/1/2007 5:00,shelf5,Hair,110,0.275,2,6,11,1
5,7/1/2007 6:00,shelf1,TEA & COFFEE,12.6,0.12,19,27,28,18
5,7/1/2007 6:00,shelf2,Skin,13.2,0.026,0,4,16,0
5,7/1/2007 6:00,shelf3,CPD,420,1,5,5,19,3
5,7/1/2007 6:00,shelf4,Oral,156,1,17,21,22,4
5,7/1/2007 6:00,shelf5,Hair,204,0.51,12,20,29,11
5,7/1/2007 7:00,shelf1,TEA & COFFEE,21,0.21,2,5,17,1
5,7/1/2007 7:00,shelf2,Skin,8.4,0.016,6,15,26,5
5,7/1/2007 7:00,shelf3,CPD,350,1,3,7,9,0
5,7/1/2007 7:00,shelf4,Oral,210,1,19,25,36,11
5,7/1/2007 7:00,shelf5,Hair,266,0.665,12,14,32,11
5,7/1/2007 8:00,shelf1,TEA & COFFEE,21.6,0.21,9,13,22,7
5,7/1/2007 8:00,shelf2,Skin,27.2,0.054,7,12,17,3
5,7/1/2007 8:00,shelf3,CPD,192,0.96,9,17,22,8
5,7/1/2007 8:00,shelf4,Oral,464,1,16,17,29,13
5,7/1/2007 8:00,shelf5,Hair,384,0.96,17,26,29,0
5,7/1/2007 9:00,shelf1,TEA & COFFEE,16.2,0.16,19,19,21,0
5,7/1/2007 9:00,shelf2,Skin,20.7,0.04,9,17,18,2
5,7/1/2007 9:00,shelf3,CPD,270,1,6,14,14,4
5,7/1/2007 9:00,shelf4,Oral,522,1,1,6,7,0
5,7/1/2007 9:00,shelf5,Hair,306,0.765,12,15,15,2
5,7/1/2007 10:00,shelf1,TEA & COFFEE,39,0.39,15,15,31,1
5,7/1/2007 10:00,shelf2,Skin,29,0.058,18,22,27,7
5,7/1/2007 10:00,shelf3,CPD,340,1,15,23,25,5
5,7/1/2007 10:00,shelf4,Oral,400,1,13,18,28,2
5,7/1/2007 10:00,shelf5,Hair,220,0.55,15,23,33,0
5,7/1/2007 11:00,shelf1,TEA & COFFEE,28.6,0.28,16,25,33,12
5,7/1/2007 11:00,shelf2,Skin,33,0.066,0,8,25,0
5,7/1/2007 11:00,shelf3,CPD,308,1,3,6,6,2
5,7/1/2007 11:00,shelf4,Oral,418,1,17,18,34,13
5,7/1/2007 11:00,shelf5,Hair,836,1,17,19,32,13
5,7/1/2007 12:00,shelf1,TEA & COFFEE,13.2,0.13,4,11,14,0
5,7/1/2007 12:00,shelf2,Skin,36,0.072,19,22,22,13
5,7/1/2007 12:00,shelf3,CPD,504,1,7,16,22,4
5,7/1/2007 12:00,shelf4,Oral,240,1,9,16,26,0
5,7/1/2007 12:00,shelf5,Hair,864,1,16,23,24,2
5,7/1/2007 13:00,shelf1,TEA & COFFEE,19.5,0.19,9,13,13,2
5,7/1/2007 13:00,shelf2,Skin,50.7,0.1,8,17,35,2
5,7/1/2007 13:00,shelf3,CPD,312,1,16,24,29,7
5,7/1/2007 13:00,shelf4,Oral,442,1,17,23,38,7
5,7/1/2007 13:00,shelf5,Hair,832,1,15,19,34,13
5,7/1/2007 14:00,shelf1,TEA & COFFEE,51.8,0.51,10,19,38,8
5,7/1/2007 14:00,shelf2,Skin,21,0.042,16,17,27,1
5,7/1/2007 14:00,shelf3,CPD,308,1,11,20,30,10
5,7/1/2007 14:00,shelf4,Oral,896,1,3,8,20,0
5,7/1/2007 14:00,shelf5,Hair,476,1,5,7,16,0
5,7/1/2007 15:00,shelf1,TEA & COFFEE,25.5,0.25,11,18,26,0
5,7/1/2007 15:00,shelf2,Skin,28.5,0.056,9,16,21,8
5,7/1/2007 15:00,shelf3,CPD,810,1,19,28,47,14
5,7/1/2007 15:00,shelf4,Oral,480,1,2,11,26,0
5,7/1/2007 15:00,shelf5,Hair,810,1,17,20,28,12
5,7/1/2007 16:00,shelf1,TEA & COFFEE,48,0.48,8,17,18,1
5,7/1/2007 16:00,shelf2,Skin,52.8,0.104,2,4,12,1
5,7/1/2007 16:00,shelf3,CPD,1056,1,14,19,29,5
5,7/1/2007 16:00,shelf4,Oral,800,1,9,10,20,8
5,7/1/2007 16:00,shelf5,Hair,640,1,1,8,17,0
5,7/1/2007 17:00,shelf1,TEA & COFFEE,25.5,0.25,10,19,29,5
5,7/1/2007 17:00,shelf2,Skin,32.3,0.064,5,13,27,1
5,7/1/2007 17:00,shelf3,CPD,680,1,16,18,27,8
5,7/1/2007 17:00,shelf4,Oral,1156,1,12,17,26,0
5,7/1/2007 17:00,shelf5,Hair,510,1,0,2,4,0
5,7/1/2007 18:00,shelf1,TEA & COFFEE,25.2,0.25,8,15,32,1
5,7/1/2007 18:00,shelf2,Skin,48.6,0.096,0,1,6,0
5,7/1/2007 18:00,shelf3,CPD,900,1,12,14,30,9
5,7/1/2007 18:00,shelf4,Oral,576,1,8,12,28,4
5,7/1/2007 18:00,shelf5,Hair,468,1,14,19,23,5
5,7/1/2007 19:00,shelf1,TEA & COFFEE,19,0.19,3,9,9,1
5,7/1/2007 19:00,shelf2,Skin,47.5,0.094,18,26,34,9
5,7/1/2007 19:00,shelf3,CPD,1216,1,14,22,22,7
5,7/1/2007 19:00,shelf4,Oral,836,1,11,19,23,4
5,7/1/2007 19:00,shelf5,Hair,1368,1,19,22,36,17
5,7/1/2007 20:00,shelf1,TEA & COFFEE,78,0.78,15,18,33,12
5,7/1/2007 20:00,shelf2,Skin,52,0.104,19,27,36,10
5,7/1/2007 20:00,shelf3,CPD,600,1,6,7,24,0
5,7/1/2007 20:00,shelf4,Oral,1160,1,0,2,16,0
5,7/1/2007 20:00,shelf5,Hair,880,1,7,10,12,6
5,7/1/2007 21:00,shelf1,TEA & COFFEE,31.5,0.31,9,18,34,2
5,7/1/2007 21:00,shelf2,Skin,46.2,0.092,3,3,6,1
5,7/1/2007 21:00,shelf3,CPD,1092,1,0,2,13,0
5,7/1/2007 21:00,shelf4,Oral,1050,1,19,28,40,18
5,7/1/2007 21:00,shelf5,Hair,966,1,3,5,16,2
5,7/1/2007 22:00,shelf1,TEA & COFFEE,24.2,0.24,8,17,24,1
5,7/1/2007 22:00,shelf2,Skin,55,0.11,18,22,28,8
5,7/1/2007 22:00,shelf3,CPD,1144,1,2,4,19,1
5,7/1/2007 22:00,shelf4,Oral,1012,1,16,21,32,8
5,7/1/2007 22:00,shelf5,Hair,1452,1,7,10,11,6
5,7/1/2007 23:00,shelf1,TEA & COFFEE,34.5,0.34,14,21,32,0
5,7/1/2007 23:00,shelf2,Skin,71.3,0.142,13,14,20,7
5,7/1/2007 23:00,shelf3,CPD,1012,1,9,9,27,1
5,7/1/2007 23:00,shelf4,Oral,966,1,18,26,40,16
5,7/1/2007 23:00,shelf5,Hair,1564,1,14,15,20,13
5,8/1/2007 0:00,shelf1,TEA & COFFEE,0,0,16,22,25,14
5,8/1/2007 0:00,shelf2,Skin,0,0,8,13,24,7
5,8/1/2007 0:00,shelf3,CPD,0,0,6,9,14,3
5,8/1/2007 0:00,shelf4,Oral,0,0,13,14,19,8
5,8/1/2007 0:00,shelf5,Hair,0,0,19,25,39,5
5,8/1/2007 1:00,shelf1,TEA & COFFEE,2.5,0.02,9,13,19,1
5,8/1/2007 1:00,shelf2,Skin,3.9,0.006,3,12,22,2
5,8/1/2007 1:00,shelf3,CPD,48,0.24,11,19,31,7
5,8/1/2007 1:00,shelf4,Oral,32,0.64,2,4,18,0
5,8/1/2007 1:00,shelf5,Hair,66,0.165,5,7,16,0
5,8/1/2007 2:00,shelf1,TEA & COFFEE,5.2,0.05,10,15,32,4
5,8/1/2007 2:00,shelf2,Skin,6.6,0.012,7,10,16,1
5,8/1/2007 2:00,shelf3,CPD,88,0.44,19,25,40,9
